date,close
6/3/2019 9:31,132.481
6/3/2019 9:32,132.62
6/3/2019 9:33,132.895
6/3/2019 9:34,132.74
6/3/2019 9:35,132.689
6/3/2019 9:36,132.65
6/3/2019 9:37,132.669
6/3/2019 9:38,132.75
6/3/2019 9:39,132.64
6/3/2019 9:40,132.5
6/3/2019 9:41,132.53
6/3/2019 9:42,132.475
6/3/2019 9:43,132.498
6/3/2019 9:44,132.36
6/3/2019 9:45,132.37
6/3/2019 9:46,132.31
6/3/2019 9:47,132.18
6/3/2019 9:48,132.18
6/3/2019 9:49,132.22
6/3/2019 9:50,132.27
6/3/2019 9:51,132.18
6/3/2019 9:52,132.216
6/3/2019 9:53,132.2
6/3/2019 9:54,132.16
6/3/2019 9:55,132.185
6/3/2019 9:56,132.16
6/3/2019 9:57,132.09
6/3/2019 9:58,132.04
6/3/2019 9:59,132.03
6/3/2019 10:00,132.12
6/3/2019 10:01,131.92
6/3/2019 10:02,131.799
6/3/2019 10:03,131.91
6/3/2019 10:04,131.986
6/3/2019 10:05,132.03
6/3/2019 10:06,132.01
6/3/2019 10:07,132.12
6/3/2019 10:08,132.12
6/3/2019 10:09,132.28
6/3/2019 10:10,132.21
6/3/2019 10:11,132.12
6/3/2019 10:12,132.188
6/3/2019 10:13,132.17
6/3/2019 10:14,132.15
6/3/2019 10:15,132.05
6/3/2019 10:16,132.07
6/3/2019 10:17,132.03
6/3/2019 10:18,132.03
6/3/2019 10:19,132.18
6/3/2019 10:20,132.237
6/3/2019 10:21,132.295
6/3/2019 10:22,132.261
6/3/2019 10:23,132.25
6/3/2019 10:24,132.295
6/3/2019 10:25,132.4
6/3/2019 10:26,132.34
6/3/2019 10:27,132.34
6/3/2019 10:28,132.51
6/3/2019 10:29,132.47
6/3/2019 10:30,132.53
6/3/2019 10:31,132.61
6/3/2019 10:32,132.47
6/3/2019 10:33,132.53
6/3/2019 10:34,132.507
6/3/2019 10:35,132.44
6/3/2019 10:36,132.35
6/3/2019 10:37,132.37
6/3/2019 10:38,132.37
6/3/2019 10:39,132.5
6/3/2019 10:40,132.4
6/3/2019 10:41,132.42
6/3/2019 10:42,132.42
6/3/2019 10:43,132.47
6/3/2019 10:44,132.46
6/3/2019 10:45,132.48
6/3/2019 10:46,132.44
6/3/2019 10:47,132.41
6/3/2019 10:48,132.371
6/3/2019 10:49,132.4
6/3/2019 10:50,132.42
6/3/2019 10:51,132.28
6/3/2019 10:52,132.27
6/3/2019 10:53,132.2
6/3/2019 10:54,132.24
6/3/2019 10:55,132.25
6/3/2019 10:56,132.225
6/3/2019 10:57,132.2
6/3/2019 10:58,132.29
6/3/2019 10:59,132.2
6/3/2019 11:00,132.215
6/3/2019 11:01,132.22
6/3/2019 11:02,132.22
6/3/2019 11:03,132.215
6/3/2019 11:04,132.25
6/3/2019 11:05,132.19
6/3/2019 11:06,132.2
6/3/2019 11:07,132.16
6/3/2019 11:08,132.14
