date,close
8/1/2019 9:30,143.49
8/1/2019 9:31,143.72
8/1/2019 9:32,143.625
8/1/2019 9:33,143.79
8/1/2019 9:34,143.87
8/1/2019 9:35,144.076
8/1/2019 9:36,143.81
8/1/2019 9:37,143.76
8/1/2019 9:38,143.844
8/1/2019 9:39,144.18
8/1/2019 9:40,144.1
8/1/2019 9:41,144.16
8/1/2019 9:42,144.21
8/1/2019 9:43,144.28
8/1/2019 9:44,144.36
8/1/2019 9:45,144.235
8/1/2019 9:46,144.17
8/1/2019 9:47,144.12
8/1/2019 9:48,144.173
8/1/2019 9:49,144.09
8/1/2019 9:50,144.16
8/1/2019 9:51,144.02
8/1/2019 9:52,143.9
8/1/2019 9:53,143.81
8/1/2019 9:54,143.77
8/1/2019 9:55,143.67
8/1/2019 9:56,143.69
8/1/2019 9:57,143.64
8/1/2019 9:58,143.678
8/1/2019 9:59,143.69
8/1/2019 10:00,143.745
8/1/2019 10:01,143.795
8/1/2019 10:02,143.71
8/1/2019 10:03,143.715
8/1/2019 10:04,143.745
8/1/2019 10:05,143.75
8/1/2019 10:06,143.79
8/1/2019 10:07,143.782
8/1/2019 10:08,143.775
8/1/2019 10:09,143.892
8/1/2019 10:10,143.91
8/1/2019 10:11,143.85
8/1/2019 10:12,143.85
8/1/2019 10:13,143.87
8/1/2019 10:14,143.85
8/1/2019 10:15,143.9
8/1/2019 10:16,143.89
8/1/2019 10:17,143.88
8/1/2019 10:18,143.78
8/1/2019 10:19,143.74
8/1/2019 10:20,143.645
8/1/2019 10:21,143.52
8/1/2019 10:22,143.59
8/1/2019 10:23,143.75
8/1/2019 10:24,143.81
8/1/2019 10:25,143.845
8/1/2019 10:26,143.835
8/1/2019 10:27,143.93
8/1/2019 10:28,143.96
8/1/2019 10:29,144.04
8/1/2019 10:30,144.05
8/1/2019 10:31,143.94
8/1/2019 10:32,143.79
8/1/2019 10:33,143.99
8/1/2019 10:34,143.88
8/1/2019 10:35,143.9
8/1/2019 10:36,143.88
8/1/2019 10:37,143.94
8/1/2019 10:38,143.93
8/1/2019 10:39,143.94
8/1/2019 10:40,143.91
8/1/2019 10:41,143.933
8/1/2019 10:42,143.97
8/1/2019 10:43,143.96
8/1/2019 10:44,144.06
8/1/2019 10:45,144.028
8/1/2019 10:46,143.98
8/1/2019 10:47,143.907
8/1/2019 10:48,144.04
8/1/2019 10:49,143.995
8/1/2019 10:50,143.965
8/1/2019 10:51,144
8/1/2019 10:52,144.03
8/1/2019 10:53,144.165
8/1/2019 10:54,144.18
8/1/2019 10:55,144.05
8/1/2019 10:56,144.18
8/1/2019 10:57,144.1
8/1/2019 10:58,144.2
8/1/2019 10:59,144.14
8/1/2019 11:00,144.18
8/1/2019 11:01,144.26
8/1/2019 11:02,144.325
8/1/2019 11:03,144.32
8/1/2019 11:04,144.07
8/1/2019 11:05,144.06
8/1/2019 11:06,144.14
8/1/2019 11:07,144.27
8/1/2019 11:08,144.23
8/1/2019 11:09,144.25
8/1/2019 11:10,144.22
8/1/2019 11:11,144.205
8/1/2019 11:12,144.25
8/1/2019 11:13,144.192
8/1/2019 11:14,144.18
8/1/2019 11:15,144.16
8/1/2019 11:16,144.14
8/1/2019 11:17,144.07
8/1/2019 11:18,144.07
8/1/2019 11:19,144.11
8/1/2019 11:20,144.165
8/1/2019 11:21,144.15
8/1/2019 11:22,144.13
8/1/2019 11:23,144.19
8/1/2019 11:24,144.18
8/1/2019 11:25,144.265
8/1/2019 11:26,144.21
8/1/2019 11:27,144.23
8/1/2019 11:28,144.24
8/1/2019 11:29,144.3
8/1/2019 11:30,144.14
8/1/2019 11:31,144.21
8/1/2019 11:32,144.26
8/1/2019 11:33,144.34
8/1/2019 11:34,144.4
8/1/2019 11:35,144.391
8/1/2019 11:36,144.42
8/1/2019 11:37,144.42
8/1/2019 11:38,144.41
8/1/2019 11:39,144.4
8/1/2019 11:40,144.39
8/1/2019 11:41,144.43
8/1/2019 11:42,144.435
8/1/2019 11:43,144.48
8/1/2019 11:44,144.5
8/1/2019 11:45,144.42
8/1/2019 11:46,144.33
8/1/2019 11:47,144.33
8/1/2019 11:48,144.28
8/1/2019 11:49,144.31
8/1/2019 11:50,144.28
8/1/2019 11:51,144.33
8/1/2019 11:52,144.301
8/1/2019 11:53,144.32
8/1/2019 11:54,144.373
8/1/2019 11:55,144.344
8/1/2019 11:56,144.31
8/1/2019 11:57,144.32
8/1/2019 11:58,144.346
8/1/2019 11:59,144.31
8/1/2019 12:00,144.308
8/1/2019 12:01,144.294
8/1/2019 12:02,144.34
8/1/2019 12:03,144.336
8/1/2019 12:04,144.367
8/1/2019 12:05,144.38
8/1/2019 12:06,144.39
8/1/2019 12:07,144.35
8/1/2019 12:08,144.37
8/1/2019 12:09,144.35
8/1/2019 12:10,144.31
8/1/2019 12:11,144.23
8/1/2019 12:12,144.23
8/1/2019 12:13,144.245
8/1/2019 12:14,144.24
8/1/2019 12:15,144.24
8/1/2019 12:16,144.236
8/1/2019 12:17,144.13
8/1/2019 12:18,144.16
8/1/2019 12:19,144.06
8/1/2019 12:20,144.04
8/1/2019 12:21,144.08
8/1/2019 12:22,144.11
8/1/2019 12:23,144.09
8/1/2019 12:24,144.076
8/1/2019 12:25,144.13
8/1/2019 12:26,144.105
8/1/2019 12:27,144.1
8/1/2019 12:28,144.095
8/1/2019 12:29,144.1
8/1/2019 12:30,144.13
8/1/2019 12:31,144.13
8/1/2019 12:32,144.131
8/1/2019 12:33,144.13
8/1/2019 12:34,144.18
8/1/2019 12:35,144.19
8/1/2019 12:36,144.09
8/1/2019 12:37,144.03
8/1/2019 12:38,143.98
8/1/2019 12:39,144.03
8/1/2019 12:40,144.06
8/1/2019 12:41,144.1
8/1/2019 12:42,144.16
8/1/2019 12:43,144.19
8/1/2019 12:44,144.12
8/1/2019 12:45,144.08
8/1/2019 12:46,144.09
8/1/2019 12:47,144.045
8/1/2019 12:48,144
8/1/2019 12:49,144.01
8/1/2019 12:50,144.01
8/1/2019 12:51,144.029
8/1/2019 12:52,144.05
8/1/2019 12:53,144.03
8/1/2019 12:54,144.02
8/1/2019 12:55,144.03
8/1/2019 12:56,144.06
8/1/2019 12:57,144.1
8/1/2019 12:58,144.1
8/1/2019 12:59,144.1
8/1/2019 13:00,144.14
8/1/2019 13:01,144.158
8/1/2019 13:02,144.12
8/1/2019 13:03,144.07
8/1/2019 13:04,144.06
8/1/2019 13:05,144.06
8/1/2019 13:06,144.01
8/1/2019 13:07,144.03
8/1/2019 13:08,144.01
8/1/2019 13:09,144.015
8/1/2019 13:10,144.01
8/1/2019 13:11,143.94
8/1/2019 13:12,143.97
8/1/2019 13:13,144.01
8/1/2019 13:14,144.005
8/1/2019 13:15,143.975
8/1/2019 13:16,143.92
8/1/2019 13:17,143.965
8/1/2019 13:18,143.95
8/1/2019 13:19,143.92
8/1/2019 13:20,143.92
8/1/2019 13:21,143.93
8/1/2019 13:22,143.93
8/1/2019 13:23,143.935
8/1/2019 13:24,143.97
8/1/2019 13:25,143.95
8/1/2019 13:26,143.779
8/1/2019 13:27,143.67
8/1/2019 13:28,143.33
8/1/2019 13:29,143.02
8/1/2019 13:30,143.24
8/1/2019 13:31,143.477
8/1/2019 13:32,143.38
8/1/2019 13:33,143.176
8/1/2019 13:34,142.99
8/1/2019 13:35,143.175
8/1/2019 13:36,143.17
8/1/2019 13:37,143.11
8/1/2019 13:38,142.98
8/1/2019 13:39,142.9
8/1/2019 13:40,142.83
8/1/2019 13:41,143.07
8/1/2019 13:42,143.08
8/1/2019 13:43,142.86
8/1/2019 13:44,142.805
8/1/2019 13:45,142.84
8/1/2019 13:46,142.93
8/1/2019 13:47,142.67
8/1/2019 13:48,142.77
8/1/2019 13:49,142.81
8/1/2019 13:50,142.895
8/1/2019 13:51,142.72
8/1/2019 13:52,142.63
8/1/2019 13:53,142.507
8/1/2019 13:54,142.52
8/1/2019 13:55,142.52
8/1/2019 13:56,142.59
8/1/2019 13:57,142.57
8/1/2019 13:58,142.57
8/1/2019 13:59,142.64
8/1/2019 14:00,142.74
8/1/2019 14:01,142.64
8/1/2019 14:02,142.459
8/1/2019 14:03,142.26
8/1/2019 14:04,142.06
8/1/2019 14:05,142.275
8/1/2019 14:06,142.335
8/1/2019 14:07,142.212
8/1/2019 14:08,142.325
8/1/2019 14:09,142.27
8/1/2019 14:10,142.13
8/1/2019 14:11,142.16
8/1/2019 14:12,142.24
8/1/2019 14:13,142.27
8/1/2019 14:14,142.455
8/1/2019 14:15,142.4
8/1/2019 14:16,142.24
8/1/2019 14:17,142.32
8/1/2019 14:18,142.25
8/1/2019 14:19,142.28
8/1/2019 14:20,142.28
8/1/2019 14:21,142.275
8/1/2019 14:22,142.1
8/1/2019 14:23,142
8/1/2019 14:24,142.1
8/1/2019 14:25,142.1
8/1/2019 14:26,142.139
8/1/2019 14:27,142.214
8/1/2019 14:28,142.095
8/1/2019 14:29,142.22
8/1/2019 14:30,142.15
8/1/2019 14:31,142.18
8/1/2019 14:32,142.036
8/1/2019 14:33,142.12
8/1/2019 14:34,142.18
8/1/2019 14:35,141.97
8/1/2019 14:36,141.82
8/1/2019 14:37,141.98
8/1/2019 14:38,141.92
8/1/2019 14:39,141.81
8/1/2019 14:40,141.89
8/1/2019 14:41,141.78
8/1/2019 14:42,141.779
8/1/2019 14:43,141.54
8/1/2019 14:44,141.46
8/1/2019 14:45,141.61
8/1/2019 14:46,141.6
8/1/2019 14:47,141.68
8/1/2019 14:48,141.68
8/1/2019 14:49,141.78
8/1/2019 14:50,141.85
8/1/2019 14:51,141.82
8/1/2019 14:52,141.89
8/1/2019 14:53,141.82
8/1/2019 14:54,141.76
8/1/2019 14:55,141.77
8/1/2019 14:56,141.73
8/1/2019 14:57,141.72
8/1/2019 14:58,141.78
8/1/2019 14:59,141.84
8/1/2019 15:00,141.795
8/1/2019 15:01,141.62
8/1/2019 15:02,141.58
8/1/2019 15:03,141.716
8/1/2019 15:04,141.74
8/1/2019 15:05,141.711
8/1/2019 15:06,141.69
8/1/2019 15:07,141.575
8/1/2019 15:08,141.48
8/1/2019 15:09,141.47
8/1/2019 15:10,141.44
8/1/2019 15:11,141.43
8/1/2019 15:12,141.46
8/1/2019 15:13,141.37
8/1/2019 15:14,141.33
8/1/2019 15:15,141.328
8/1/2019 15:16,141.565
8/1/2019 15:17,141.55
8/1/2019 15:18,141.585
8/1/2019 15:19,141.48
8/1/2019 15:20,141.605
8/1/2019 15:21,141.7
8/1/2019 15:22,141.63
8/1/2019 15:23,141.78
