date,close
05/01/2019 09:30,137.62
05/01/2019 09:31,137.51
05/01/2019 09:32,137.31
05/01/2019 09:33,137.03
05/01/2019 09:34,137.01
05/01/2019 09:35,136.66
05/01/2019 09:36,136.38
05/01/2019 09:37,137.02
05/01/2019 09:38,137.22
05/01/2019 09:39,137.41
05/01/2019 09:40,137.215
05/01/2019 09:41,137.28
05/01/2019 09:42,137.385
05/01/2019 09:43,137.46
05/01/2019 09:44,137.62
05/01/2019 09:45,137.56
05/01/2019 09:46,137.613
05/01/2019 09:47,137.635
05/01/2019 09:48,137.604
05/01/2019 09:49,137.58
05/01/2019 09:50,137.63
05/01/2019 09:51,137.66
05/01/2019 09:52,137.635
05/01/2019 09:53,137.81
05/01/2019 09:54,137.84
05/01/2019 09:55,137.9
05/01/2019 09:56,137.94
05/01/2019 09:57,138.05
05/01/2019 09:58,138.055
05/01/2019 09:59,137.95
05/01/2019 10:00,137.982
05/01/2019 10:01,138.11
05/01/2019 10:02,138.025
05/01/2019 10:03,137.885
05/01/2019 10:04,137.805
05/01/2019 10:05,137.78
05/01/2019 10:06,137.81
05/01/2019 10:07,137.84
05/01/2019 10:08,137.823
05/01/2019 10:09,137.76
05/01/2019 10:10,137.806
05/01/2019 10:11,137.87
05/01/2019 10:12,137.87
05/01/2019 10:13,137.73
05/01/2019 10:14,137.81
05/01/2019 10:15,137.83
05/01/2019 10:16,137.79
05/01/2019 10:17,137.675
05/01/2019 10:18,137.61
05/01/2019 10:19,137.56
05/01/2019 10:20,137.476
05/01/2019 10:21,137.51
05/01/2019 10:22,137.49
05/01/2019 10:23,137.42
05/01/2019 10:24,137.3
05/01/2019 10:25,137.249
05/01/2019 10:26,137.24
05/01/2019 10:27,138.11
05/01/2019 10:28,137.101
05/01/2019 10:29,137.06
05/01/2019 10:30,137.17
05/01/2019 10:31,137.185
05/01/2019 10:32,137.33
05/01/2019 10:33,137.39
05/01/2019 10:34,137.37
05/01/2019 10:35,137.255
05/01/2019 10:36,137.28
05/01/2019 10:37,137.298
05/01/2019 10:38,137.196
05/01/2019 10:39,137.16
05/01/2019 10:40,137.113
05/01/2019 10:41,137.07
05/01/2019 10:42,137.075
05/01/2019 10:43,137.02
05/01/2019 10:44,137.06
05/01/2019 10:45,137.159
05/01/2019 10:46,137.115
05/01/2019 10:47,137.03
05/01/2019 10:48,137.02
05/01/2019 10:49,137
05/01/2019 10:50,136.99
05/01/2019 10:51,136.99
05/01/2019 10:52,138.11
05/01/2019 10:53,136.97
05/01/2019 10:54,136.883
05/01/2019 10:55,136.785
05/01/2019 10:56,136.79
05/01/2019 10:57,136.81
05/01/2019 10:58,136.91
05/01/2019 10:59,137.08
05/01/2019 11:00,137.11
05/01/2019 11:01,137.16
05/01/2019 11:02,137.26
05/01/2019 11:03,137.38
05/01/2019 11:04,137.35
05/01/2019 11:05,137.45
05/01/2019 11:06,137.42
05/01/2019 11:07,137.46
05/01/2019 11:08,137.54
05/01/2019 11:09,137.55
05/01/2019 11:10,137.588
05/01/2019 11:11,137.51
05/01/2019 11:12,137.6
05/01/2019 11:13,137.6
05/01/2019 11:14,137.66
05/01/2019 11:15,137.63
05/01/2019 11:16,137.642
05/01/2019 11:17,137.61
05/01/2019 11:18,137.66
05/01/2019 11:19,137.68
05/01/2019 11:20,137.66
05/01/2019 11:21,137.67
05/01/2019 11:22,137.749
05/01/2019 11:23,137.74
05/01/2019 11:24,137.74
05/01/2019 11:25,137.746
05/01/2019 11:26,137.72
05/01/2019 11:27,137.69
05/01/2019 11:28,137.65
05/01/2019 11:29,137.62
05/01/2019 11:30,137.62
05/01/2019 11:31,137.59
05/01/2019 11:32,137.74
05/01/2019 11:33,137.8
05/01/2019 11:34,137.857
05/01/2019 11:35,137.892
05/01/2019 11:36,137.82
05/01/2019 11:37,137.788
05/01/2019 11:38,138.11
05/01/2019 11:39,137.75
05/01/2019 11:40,137.703
05/01/2019 11:41,137.72
